entrez_gene_id	symbol	description	gene_type	mean_expression	stdev_expression
10024	TROAP	trophinin associated protein	protein-coding	7.382	2.207
100240734	LOC100240734	uncharacterized LOC100240734	ncRNA	0.7927	1.134
100240735	LOC100240735	uncharacterized LOC100240735	ncRNA	2.269	1.657
10025	MED16	mediator complex subunit 16	protein-coding	10.28	0.614
10026	PIGK	phosphatidylinositol glycan anchor biosynthesis class K	protein-coding	9.409	0.6251
100268168	LOC100268168	uncharacterized LOC100268168	ncRNA	2.955	1.061
100270746	LOC100270746	uncharacterized LOC100270746	ncRNA	4.931	1.233
100270804	LOC100270804	uncharacterized LOC100270804	ncRNA	4.514	1.209
100271715	ARHGEF33	Rho guanine nucleotide exchange factor 33	protein-coding	3.318	1.47
100271722	LINC00899	long intergenic non-protein coding RNA 899	ncRNA	4.798	1.185
100271835	LIMS3-LOC440895	LIMS3-LOC440895 readthrough	ncRNA	4.558	1.876
100271836	SMG1P3	SMG1 pseudogene 3	pseudo	7.781	1.045
100271849	MEF2B	myocyte enhancer factor 2B	protein-coding	5.11	1.407
100272146	NFE2L3P2	nuclear factor, erythroid 2 like 3 pseudogene 2	pseudo	5.146	1.001
100272147	CMC4	C-X9-C motif containing 4	protein-coding	8.253	0.7203
100272217	LOC100272217	uncharacterized LOC100272217	ncRNA	4.629	1.028
100272228	LINC00894	long intergenic non-protein coding RNA 894	ncRNA	4.705	1.329
100286844	BCDIN3D-AS1	BCDIN3D antisense RNA 1	ncRNA	4.458	1.042
100287227	TIPARP-AS1	TIPARP antisense RNA 1	ncRNA	2.834	0.9204
100287569	LINC00173	long intergenic non-protein coding RNA 173	ncRNA	3.026	1.795
100287704	LOC100287704	uncharacterized LOC100287704	ncRNA	0.02886	0.277
100287718	ANKRD66	ankyrin repeat domain 66	protein-coding	0.4451	1.159
100288380	ULK4P2	ULK4 pseudogene 2	pseudo	1.17	1.079
100288778	LOC100288778	WASH complex subunit 1 pseudogene	pseudo	8.931	0.9777
100288801	FRG2C	FSHD region gene 2 family member C	protein-coding	0.5294	1.006
100289341	MAN1B1-DT	MAN1B1 divergent transcript	ncRNA	5.506	1.019
100289635	ZNF605	zinc finger protein 605	protein-coding	8.491	0.8028
100294720	NHEG1	neuroblastoma highly expressed 1	ncRNA	0.2619	0.7194
1003	CDH5	cadherin 5	protein-coding	9.254	1.301
100302401	RASAL2-AS1	RASAL2 antisense RNA 1	ncRNA	3.952	0.8703
100302640	LINC00882	long intergenic non-protein coding RNA 882	ncRNA	2.158	1.514
100302650	BRE-AS1	BRE antisense RNA 1	ncRNA	4.586	1.687
100302692	FTX	FTX transcript, XIST regulator (non-protein coding)	ncRNA	4.908	0.908
100302736	TMED7-TICAM2	TMED7-TICAM2 readthrough	protein-coding	5.577	2.175
100303453	TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)	ncRNA	0.5353	0.8834
100303728	SLC25A5-AS1	SLC25A5 antisense RNA 1	ncRNA	4.593	1.051
10036	CHAF1A	chromatin assembly factor 1 subunit A	protein-coding	8.955	0.9929
10038	PARP2	poly(ADP-ribose) polymerase 2	protein-coding	8.786	0.638
10039	PARP3	poly(ADP-ribose) polymerase family member 3	protein-coding	8.696	0.8847
1004	CDH6	cadherin 6	protein-coding	6.592	2.358
10040	TOM1L1	target of myb1 like 1 membrane trafficking protein	protein-coding	9.149	1.829
10042	HMGXB4	HMG-box containing 4	protein-coding	9.055	0.6753
10043	TOM1	target of myb1 membrane trafficking protein	protein-coding	10.42	0.7208
10044	SH2D3C	SH2 domain containing 3C	protein-coding	8.058	1.154
10045	SH2D3A	SH2 domain containing 3A	protein-coding	7.46	2.622
10046	MAMLD1	mastermind like domain containing 1	protein-coding	6.994	1.608
10047	CST8	cystatin 8	protein-coding	0.01695	0.1629
10048	RANBP9	RAN binding protein 9	protein-coding	10.02	0.5669
10049	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	protein-coding	10.56	0.5913
1005	CDH7	cadherin 7	protein-coding	1.152	1.954
10050	SLC17A4	solute carrier family 17 member 4	protein-coding	1.825	3.189
10051	SMC4	structural maintenance of chromosomes 4	protein-coding	10.37	1.289
10052	GJC1	gap junction protein gamma 1	protein-coding	7.642	1.478
10053	AP1M2	adaptor related protein complex 1 mu 2 subunit	protein-coding	8.667	3.873
10054	UBA2	ubiquitin like modifier activating enzyme 2	protein-coding	11.12	0.6242
10055	SAE1	SUMO1 activating enzyme subunit 1	protein-coding	11.06	0.633
10056	FARSB	phenylalanyl-tRNA synthetase beta subunit	protein-coding	9.987	0.5732
10057	ABCC5	ATP binding cassette subfamily C member 5	protein-coding	9.942	1.343
10058	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	protein-coding	9.397	1.024
10059	DNM1L	dynamin 1 like	protein-coding	10.6	0.5748
1006	CDH8	cadherin 8	protein-coding	2.595	2.203
10060	ABCC9	ATP binding cassette subfamily C member 9	protein-coding	7.018	1.887
10061	ABCF2	ATP binding cassette subfamily F member 2	protein-coding	10.44	0.4974
10062	NR1H3	nuclear receptor subfamily 1 group H member 3	protein-coding	8.697	1.053
10063	COX17	COX17, cytochrome c oxidase copper chaperone	protein-coding	9.237	0.8351
10066	SCAMP2	secretory carrier membrane protein 2	protein-coding	11.26	0.4842
10067	SCAMP3	secretory carrier membrane protein 3	protein-coding	10.71	0.5665
10068	IL18BP	interleukin 18 binding protein	protein-coding	8.347	0.9984
10069	RWDD2B	RWD domain containing 2B	protein-coding	8.454	0.6385
1007	CDH9	cadherin 9	protein-coding	0.7529	1.681
10071	MUC12	mucin 12, cell surface associated	protein-coding	3.45	2.747
10072	DPP3	dipeptidyl peptidase 3	protein-coding	10.22	0.722
10073	SNUPN	snurportin 1	protein-coding	8.855	0.5018
10075	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	protein-coding	12.47	0.5895
10076	PTPRU	protein tyrosine phosphatase, receptor type U	protein-coding	9.32	1.649
10077	TSPAN32	tetraspanin 32	protein-coding	3.537	1.521
10078	TSSC4	tumor suppressing subtransferable candidate 4	protein-coding	9.459	0.6893
10079	ATP9A	ATPase phospholipid transporting 9A (putative)	protein-coding	10.95	1.236
1008	CDH10	cadherin 10	protein-coding	1.858	2.891
10081	PDCD7	programmed cell death 7	protein-coding	8.921	0.453
10082	GPC6	glypican 6	protein-coding	7.639	2.108
10083	USH1C	USH1 protein network component harmonin	protein-coding	4.549	4.317
10084	PQBP1	polyglutamine binding protein 1	protein-coding	10.28	0.6856
10085	EDIL3	EGF like repeats and discoidin domains 3	protein-coding	6.669	2.563
10086	HHLA1	HERV-H LTR-associating 1	protein-coding	0.2478	0.7353
10087	COL4A3BP	collagen type IV alpha 3 binding protein	protein-coding	9.903	0.7379
10089	KCNK7	potassium two pore domain channel subfamily K member 7	protein-coding	3.488	1.696
1009	CDH11	cadherin 11	protein-coding	9.233	2.129
10090	UST	uronyl 2-sulfotransferase	protein-coding	7.397	2.132
10092	ARPC5	actin related protein 2/3 complex subunit 5	protein-coding	11.84	0.655
10093	ARPC4	actin related protein 2/3 complex subunit 4	protein-coding	11.77	0.5161
10094	ARPC3	actin related protein 2/3 complex subunit 3	protein-coding	11.97	0.6071
10095	ARPC1B	actin related protein 2/3 complex subunit 1B	protein-coding	11.67	1.11
10096	ACTR3	ARP3 actin related protein 3 homolog	protein-coding	11.95	0.7061
10097	ACTR2	ARP2 actin related protein 2 homolog	protein-coding	12.41	0.6289
10098	TSPAN5	tetraspanin 5	protein-coding	5.998	1.967
10099	TSPAN3	tetraspanin 3	protein-coding	12.21	0.9983
101	ADAM8	ADAM metallopeptidase domain 8	protein-coding	8.042	1.833
1010	CDH12	cadherin 12	protein-coding	2.361	1.865
10100	TSPAN2	tetraspanin 2	protein-coding	5.953	2.064
10101	NUBP2	nucleotide binding protein 2	protein-coding	10.05	0.6922
10102	TSFM	Ts translation elongation factor, mitochondrial	protein-coding	9.448	0.6439
10103	TSPAN1	tetraspanin 1	protein-coding	9.161	3.687
10105	PPIF	peptidylprolyl isomerase F	protein-coding	10.78	0.9999
10106	CTDSP2	CTD small phosphatase 2	protein-coding	12.03	0.6502
10107	TRIM10	tripartite motif containing 10	protein-coding	2.084	2.516
10109	ARPC2	actin related protein 2/3 complex subunit 2	protein-coding	12.17	0.6708
10110	SGK2	SGK2, serine/threonine kinase 2	protein-coding	4.909	2.788
10111	RAD50	RAD50 double strand break repair protein	protein-coding	10.06	0.6968
10112	KIF20A	kinesin family member 20A	protein-coding	7.99	2.126
10113	PREB	prolactin regulatory element binding	protein-coding	10.45	0.5513
10114	HIPK3	homeodomain interacting protein kinase 3	protein-coding	9.117	1.554
10116	FEM1B	fem-1 homolog B	protein-coding	10.58	0.6354
10117	ENAM	enamelin	protein-coding	1.633	2.498
1012	CDH13	cadherin 13	protein-coding	7.962	1.707
10120	ACTR1B	ARP1 actin related protein 1 homolog B	protein-coding	10.51	0.5064
10121	ACTR1A	ARP1 actin related protein 1 homolog A	protein-coding	11.42	0.4944
10123	ARL4C	ADP ribosylation factor like GTPase 4C	protein-coding	9.857	1.549
10124	ARL4A	ADP ribosylation factor like GTPase 4A	protein-coding	8.62	1.028
10125	RASGRP1	RAS guanyl releasing protein 1	protein-coding	6.769	1.959
10126	DNAL4	dynein axonemal light chain 4	protein-coding	8.863	0.7231
10127	ZNF263	zinc finger protein 263	protein-coding	9.488	0.4558
10128	LRPPRC	leucine rich pentatricopeptide repeat containing	protein-coding	11.67	0.6164
10129	FRY	FRY microtubule binding protein	protein-coding	8.501	1.574
1013	CDH15	cadherin 15	protein-coding	2.721	2.083
10130	PDIA6	protein disulfide isomerase family A member 6	protein-coding	12.74	0.7397
10131	TRAP1	TNF receptor associated protein 1	protein-coding	11.08	0.6845
10133	OPTN	optineurin	protein-coding	10.8	0.8855
10134	BCAP31	B cell receptor associated protein 31	protein-coding	12.57	0.644
10135	NAMPT	nicotinamide phosphoribosyltransferase	protein-coding	11.09	1.198
10136	CELA3A	chymotrypsin like elastase family member 3A	protein-coding	0.3856	1.675
10137	RBM12	RNA binding motif protein 12	protein-coding	10.73	0.4974
10138	YAF2	YY1 associated factor 2	protein-coding	8.244	0.6998
10139	ARFRP1	ADP ribosylation factor related protein 1	protein-coding	9.703	0.6972
1014	CDH16	cadherin 16	protein-coding	2.999	3.93
10140	TOB1	transducer of ERBB2, 1	protein-coding	10.44	1.117
10141	LINC01587	long intergenic non-protein coding RNA 1587	ncRNA	1.047	1.574
10142	AKAP9	A-kinase anchoring protein 9	protein-coding	10.4	0.9183
10143	CLEC3A	C-type lectin domain family 3 member A	protein-coding	0.9751	2.399
10144	FAM13A	family with sequence similarity 13 member A	protein-coding	9.249	1.312
10146	G3BP1	G3BP stress granule assembly factor 1	protein-coding	11.08	0.5986
10147	SUGP2	SURP and G-patch domain containing 2	protein-coding	10.32	0.7205
10148	EBI3	Epstein-Barr virus induced 3	protein-coding	5.33	1.592
10149	ADGRG2	adhesion G protein-coupled receptor G2	protein-coding	4.401	2.444
1015	CDH17	cadherin 17	protein-coding	3.444	3.729
10150	MBNL2	muscleblind like splicing regulator 2	protein-coding	10.13	0.9423
10151	HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	pseudo	6.683	0.7987
10152	ABI2	abl interactor 2	protein-coding	10.19	0.9371
10153	CEBPZ	CCAAT enhancer binding protein zeta	protein-coding	10.21	0.5531
10154	PLXNC1	plexin C1	protein-coding	6.893	2.186
10155	TRIM28	tripartite motif containing 28	protein-coding	12.56	0.7096
10156	RASA4	RAS p21 protein activator 4	protein-coding	7.802	1.217
10157	AASS	aminoadipate-semialdehyde synthase	protein-coding	8.194	1.493
10158	PDZK1IP1	PDZK1 interacting protein 1	protein-coding	8.041	3.872
10159	ATP6AP2	ATPase H+ transporting accessory protein 2	protein-coding	11.82	0.5807
1016	CDH18	cadherin 18	protein-coding	1.397	2.453
10160	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	protein-coding	10.87	1.181
10161	LPAR6	lysophosphatidic acid receptor 6	protein-coding	8.883	1.175
10162	LPCAT3	lysophosphatidylcholine acyltransferase 3	protein-coding	10.5	0.873
10163	WASF2	WAS protein family member 2	protein-coding	11.7	0.7092
10164	CHST4	carbohydrate sulfotransferase 4	protein-coding	2.362	2.436
10165	SLC25A13	solute carrier family 25 member 13	protein-coding	9.486	0.8326
10166	SLC25A15	solute carrier family 25 member 15	protein-coding	8.416	1.079
10168	ZNF197	zinc finger protein 197	protein-coding	8.439	0.5883
10169	SERF2	small EDRK-rich factor 2	protein-coding	13.1	0.7812
1017	CDK2	cyclin dependent kinase 2	protein-coding	9.449	1.07
10170	DHRS9	dehydrogenase/reductase 9	protein-coding	5.254	2.454
10171	RCL1	RNA terminal phosphate cyclase like 1	protein-coding	8.475	0.7195
10172	ZNF256	zinc finger protein 256	protein-coding	6.345	1.23
10174	SORBS3	sorbin and SH3 domain containing 3	protein-coding	10.79	0.9152
10175	CNIH1	cornichon family AMPA receptor auxiliary protein 1	protein-coding	10.26	0.6189
10178	TENM1	teneurin transmembrane protein 1	protein-coding	5.136	3.218
10179	RBM7	RNA binding motif protein 7	protein-coding	8.781	0.7295
1018	CDK3	cyclin dependent kinase 3	protein-coding	7.285	1.131
10180	RBM6	RNA binding motif protein 6	protein-coding	10.26	0.7091
10181	RBM5	RNA binding motif protein 5	protein-coding	10.74	0.639
10184	LHFPL2	LHFPL tetraspan subfamily member 2	protein-coding	9.639	1.08
10186	LHFPL6	LHFPL tetraspan subfamily member 6	protein-coding	8.931	1.312
10188	TNK2	tyrosine kinase non receptor 2	protein-coding	10.35	1.102
10189	ALYREF	Aly/REF export factor	protein-coding	10.16	0.8369
1019	CDK4	cyclin dependent kinase 4	protein-coding	11.41	0.7974
10190	TXNDC9	thioredoxin domain containing 9	protein-coding	9.135	0.5945
10193	RNF41	ring finger protein 41	protein-coding	9.821	0.6046
10194	TSHZ1	teashirt zinc finger homeobox 1	protein-coding	9.283	0.9268
10195	ALG3	ALG3, alpha-1,3- mannosyltransferase	protein-coding	10.07	0.8939
10196	PRMT3	protein arginine methyltransferase 3	protein-coding	8.443	0.7291
10197	PSME3	proteasome activator subunit 3	protein-coding	11.2	0.5238
10198	MPHOSPH9	M-phase phosphoprotein 9	protein-coding	7.499	0.9463
10199	MPHOSPH10	M-phase phosphoprotein 10	protein-coding	9.727	0.5714
102	ADAM10	ADAM metallopeptidase domain 10	protein-coding	10.42	1.037
1020	CDK5	cyclin dependent kinase 5	protein-coding	8.545	0.7255
10200	MPHOSPH6	M-phase phosphoprotein 6	protein-coding	8.268	0.795
10201	NME6	NME/NM23 nucleoside diphosphate kinase 6	protein-coding	7.547	0.531
10202	DHRS2	dehydrogenase/reductase 2	protein-coding	5.126	3.428
10203	CALCRL	calcitonin receptor like receptor	protein-coding	8.624	1.617
10204	NUTF2	nuclear transport factor 2	protein-coding	10.91	0.6434
10205	MPZL2	myelin protein zero like 2	protein-coding	9.742	2.42
10206	TRIM13	tripartite motif containing 13	protein-coding	9.308	0.6609
10207	PATJ	PATJ, crumbs cell polarity complex component	protein-coding	9.939	1.361
10208	USPL1	ubiquitin specific peptidase like 1	protein-coding	8.584	0.6286
10209	EIF1	eukaryotic translation initiation factor 1	protein-coding	13.49	0.5217
1021	CDK6	cyclin dependent kinase 6	protein-coding	9.587	1.52
10210	TOPORS	TOP1 binding arginine/serine rich protein	protein-coding	8.979	0.5895
10211	FLOT1	flotillin 1	protein-coding	11.91	0.6048
10212	DDX39A	DExD-box helicase 39A	protein-coding	10.27	0.907
10213	PSMD14	proteasome 26S subunit, non-ATPase 14	protein-coding	10.43	0.5814
10214	SSX3	SSX family member 3	protein-coding	0.3004	0.8488
10215	OLIG2	oligodendrocyte transcription factor 2	protein-coding	1.46	3.343
10216	PRG4	proteoglycan 4	protein-coding	4.128	2.948
10217	CTDSPL	CTD small phosphatase like	protein-coding	9.987	0.8286
10218	ANGPTL7	angiopoietin like 7	protein-coding	1.708	2.167
10219	KLRG1	killer cell lectin like receptor G1	protein-coding	4.232	1.268
1022	CDK7	cyclin dependent kinase 7	protein-coding	8.808	0.627
10220	GDF11	growth differentiation factor 11	protein-coding	7.894	1.331
10221	TRIB1	tribbles pseudokinase 1	protein-coding	10.61	1.299
10223	GPA33	glycoprotein A33	protein-coding	2.999	2.882
10224	ZNF443	zinc finger protein 443	protein-coding	6.437	0.9915
10225	CD96	CD96 molecule	protein-coding	6.076	2.086
10226	PLIN3	perilipin 3	protein-coding	10.77	0.8346
10227	MFSD10	major facilitator superfamily domain containing 10	protein-coding	10.47	0.921
10228	STX6	syntaxin 6	protein-coding	10.32	0.6545
10229	COQ7	coenzyme Q7, hydroxylase	protein-coding	8.735	0.5859
10230	NBR2	neighbor of BRCA1 gene 2 (non-protein coding)	ncRNA	7.162	0.8769
10231	RCAN2	regulator of calcineurin 2	protein-coding	7.884	1.708
10232	MSLN	mesothelin	protein-coding	5.71	4.282
10233	LRRC23	leucine rich repeat containing 23	protein-coding	7.703	1.073
10234	LRRC17	leucine rich repeat containing 17	protein-coding	6.15	2.002
10235	RASGRP2	RAS guanyl releasing protein 2	protein-coding	6.164	1.715
10236	HNRNPR	heterogeneous nuclear ribonucleoprotein R	protein-coding	11.42	0.5008
10237	SLC35B1	solute carrier family 35 member B1	protein-coding	9.999	0.5518
10238	DCAF7	DDB1 and CUL4 associated factor 7	protein-coding	11.45	0.5715
10239	AP3S2	adaptor related protein complex 3 sigma 2 subunit	protein-coding	10.48	0.525
1024	CDK8	cyclin dependent kinase 8	protein-coding	7.318	1.053
10240	MRPS31	mitochondrial ribosomal protein S31	protein-coding	8.332	0.5678
10241	CALCOCO2	calcium binding and coiled-coil domain 2	protein-coding	10.92	0.5708
10242	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2	protein-coding	2.946	2.131
10243	GPHN	gephyrin	protein-coding	8.549	0.9265
10244	RABEPK	Rab9 effector protein with kelch motifs	protein-coding	8.842	0.653
10245	TIMM17B	translocase of inner mitochondrial membrane 17B	protein-coding	9.678	0.743
10246	SLC17A2	solute carrier family 17 member 2	protein-coding	0.8723	2.378
10247	RIDA	reactive intermediate imine deaminase A homolog	protein-coding	8.81	1.311
10248	POP7	POP7 homolog, ribonuclease P/MRP subunit	protein-coding	9.292	0.6591
10249	GLYAT	glycine-N-acyltransferase	protein-coding	1.562	3.253
1025	CDK9	cyclin dependent kinase 9	protein-coding	10.32	0.5316
10250	SRRM1	serine and arginine repetitive matrix 1	protein-coding	10.78	0.5605
10251	SPRY3	sprouty RTK signaling antagonist 3	protein-coding	5.772	1.125
10252	SPRY1	sprouty RTK signaling antagonist 1	protein-coding	9.122	1.36
10253	SPRY2	sprouty RTK signaling antagonist 2	protein-coding	8.771	1.35
10254	STAM2	signal transducing adaptor molecule 2	protein-coding	9.511	0.5572
10255	HCG9	HLA complex group 9 (non-protein coding)	ncRNA	0.2881	0.4962
10256	CNKSR1	connector enhancer of kinase suppressor of Ras 1	protein-coding	7.548	2.799
10257	ABCC4	ATP binding cassette subfamily C member 4	protein-coding	8.709	1.957
1026	CDKN1A	cyclin dependent kinase inhibitor 1A	protein-coding	11.45	1.314
10260	DENND4A	DENN domain containing 4A	protein-coding	8.679	0.8158
10261	IGSF6	immunoglobulin superfamily member 6	protein-coding	6.188	1.56
10262	SF3B4	splicing factor 3b subunit 4	protein-coding	10.96	0.6007
10263	CDK2AP2	cyclin dependent kinase 2 associated protein 2	protein-coding	10.43	0.8584
10265	IRX5	iroquois homeobox 5	protein-coding	5.629	2.751
10266	RAMP2	receptor activity modifying protein 2	protein-coding	8.087	1.192
10267	RAMP1	receptor activity modifying protein 1	protein-coding	8.015	2.746
10268	RAMP3	receptor activity modifying protein 3	protein-coding	8.013	1.48
10269	ZMPSTE24	zinc metallopeptidase STE24	protein-coding	10.58	0.6171
1027	CDKN1B	cyclin dependent kinase inhibitor 1B	protein-coding	10.43	0.751
10270	AKAP8	A-kinase anchoring protein 8	protein-coding	9.461	0.4253
10272	FSTL3	follistatin like 3	protein-coding	9.166	1.591
10273	STUB1	STIP1 homology and U-box containing protein 1	protein-coding	10.8	0.6912
10274	STAG1	stromal antigen 1	protein-coding	9.282	0.9026
10276	NET1	neuroepithelial cell transforming 1	protein-coding	11.05	1.26
10277	UBE4B	ubiquitination factor E4B	protein-coding	10.25	0.5936
10278	EFS	embryonal Fyn-associated substrate	protein-coding	8.136	2.43
10279	PRSS16	serine protease 16	protein-coding	6.874	2.925
1028	CDKN1C	cyclin dependent kinase inhibitor 1C	protein-coding	7.951	1.488
10280	SIGMAR1	sigma non-opioid intracellular receptor 1	protein-coding	10.55	0.8073
10281	DSCR4	Down syndrome critical region 4	ncRNA	0.3723	1.344
10282	BET1	Bet1 golgi vesicular membrane trafficking protein	protein-coding	9.021	0.62
10283	CWC27	CWC27 spliceosome associated protein homolog	protein-coding	8.642	0.4847
10284	SAP18	Sin3A associated protein 18	protein-coding	11.32	0.555
10285	SMNDC1	survival motor neuron domain containing 1	protein-coding	9.331	0.5173
10286	BCAS2	BCAS2, pre-mRNA processing factor	protein-coding	9.461	0.5142
10287	RGS19	regulator of G protein signaling 19	protein-coding	8.195	0.9111
10288	LILRB2	leukocyte immunoglobulin like receptor B2	protein-coding	6.488	1.628
10289	EIF1B	eukaryotic translation initiation factor 1B	protein-coding	9.488	0.5927
